file,line,symbols,function,match_kind,classification,purpose,file_sha256
backend/account_balance_diagnostic_iter246i.py,109,current_balance,account_balance_audit,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,08c593121d3855de5a457297acdd3e1bf8a67c5a882c93d3329ba1ab75aacf8f
backend/account_tx_vs_ledger_walk_routes.py,26,current_balance,<module/JS source>,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,2fe0c70d5411db63dee5445fee6e666be653f377760a19c8ba1b21c498ccb4b2
backend/account_tx_vs_ledger_walk_routes.py,339,current_balance,walk,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,2fe0c70d5411db63dee5445fee6e666be653f377760a19c8ba1b21c498ccb4b2
backend/account_tx_vs_ledger_walk_routes.py,359,current_balance,walk,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,2fe0c70d5411db63dee5445fee6e666be653f377760a19c8ba1b21c498ccb4b2
backend/account_tx_vs_ledger_walk_routes.py,408,current_balance,walk,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,2fe0c70d5411db63dee5445fee6e666be653f377760a19c8ba1b21c498ccb4b2
backend/accounts_balance_diagnostic_routes.py,6,current_balance,<module/JS source>,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,68,account_balance_ssot,accounts_balance_diagnostic,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,73,current_balance,accounts_balance_diagnostic,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,101,compute_balance,accounts_balance_diagnostic,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,103,compute_balance,accounts_balance_diagnostic,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,122,account_balance_ssot,accounts_balance_diagnostic,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,131,current_balance,accounts_balance_diagnostic,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,133,current_balance,accounts_balance_diagnostic,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,242,current_balance,accounts_balance_diagnostic,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,656,account_balance_ssot;compute_balance,accounts_balance_repair_preview,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,723,compute_balance,accounts_balance_repair_preview,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,736,account_balance_ssot,accounts_balance_repair_preview,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,857,account_balance_ssot,bnpl_balance_source_comparison,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,887,compute_balance,bnpl_balance_source_comparison,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_balance_diagnostic_routes.py,986,account_balance_ssot,bnpl_balance_source_comparison,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,8c55a9f3387ebbf66eaa83b82a3b3ac47a68e4c2ed76724924e90d718b0d30e5
backend/accounts_routes.py,18,current_balance,<module/JS source>,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,19,current_balance,<module/JS source>,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,439,compute_balance,_recompute_balance,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,442,current_balance,_recompute_balance,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,473,current_balance,_recompute_balance,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,487,account_balance_ssot,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,491,current_balance,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,493,current_balance,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,496,account_balance_ssot,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,497,account_balance_ssot,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,500,current_balance,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,501,current_balance,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,502,current_balance,_account_with_meta,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,539,account_balance_ssot,summary,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,542,current_balance,summary,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,551,account_balance_ssot,summary,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,555,current_balance,summary,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,602,current_balance,create_account,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,629,compute_balance,create_account,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,673,current_balance,get_routing_map,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,757,current_balance,account_breakdown,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,938,compute_balance,create_transaction,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,954,compute_balance,delete_transaction,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1263,current_balance,sync_payment_methods,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1264,compute_balance,sync_payment_methods,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1281,current_balance,sync_payment_methods,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1282,compute_balance,sync_payment_methods,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1298,current_balance,sync_payment_methods,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1346,compute_balance,sync_payment_methods,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1370,compute_balance,sync_payment_methods,substring_only,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1399,current_balance,sync_payment_methods,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/accounts_routes.py,1445,current_balance,ensure_default_banks,exact_symbol,legacy_unrelated,"Existing shared/legacy account, employee, supplier, courier or BNPL workflow; outside P01 router",542dbbefbdeab5589d9c411180c789bff63e80c9f6c88487e38d435a9322c29c
backend/ad_account_actual_debt_routes.py,100,current_balance,dryrun,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,4805178718f3fb6f33771d2e6f6407c1b00e3c09462a080bbad8140651a32575
backend/ad_account_actual_debt_routes.py,116,current_balance,dryrun,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,4805178718f3fb6f33771d2e6f6407c1b00e3c09462a080bbad8140651a32575
backend/ad_account_actual_debt_routes.py,123,current_balance,dryrun,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,4805178718f3fb6f33771d2e6f6407c1b00e3c09462a080bbad8140651a32575
backend/ad_account_dryrun_diff_routes.py,73,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,90,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,117,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,129,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,151,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,220,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,275,current_balance,dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_dryrun_diff_routes.py,299,current_balance,dryrun,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,817dcf1309b049aa336681ceea7f352906fec44d3c1b4ab61a393014bf28c31c
backend/ad_account_forensic_routes.py,9,current_balance,<module/JS source>,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_forensic_routes.py,40,current_balance,<module/JS source>,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_forensic_routes.py,253,current_balance,catalog,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_forensic_routes.py,285,current_balance,live,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_forensic_routes.py,386,current_balance,live,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_forensic_routes.py,390,current_balance,live,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_forensic_routes.py,439,current_balance,live,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,e8f68dcf3efe2fb2220eb023d609d220bd41c95510f800506a7b0eca1bc29dc2
backend/ad_account_recompute_dryrun_routes.py,56,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,77,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,88,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,97,current_balance,recompute_dryrun,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,107,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,138,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,245,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,249,current_balance,recompute_dryrun,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,253,current_balance,recompute_dryrun,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,293,current_balance,recompute_dryrun,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_recompute_dryrun_routes.py,294,current_balance,recompute_dryrun,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,32eccb74b3db772c86447624ee3d3305644ac55b47f4c9be0fb0aedea553fad9
backend/ad_account_root_cause_routes.py,574,current_balance,root_cause,substring_only,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,6eb265688ccc3c61ce29efcc805f06f113316e0bce80359d45cdeb2ac3b8147d
backend/ad_account_root_cause_routes.py,575,current_balance,root_cause,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,6eb265688ccc3c61ce29efcc805f06f113316e0bce80359d45cdeb2ac3b8147d
backend/ad_account_routes.py,445,compute_balance,_post_spend_to_ledger,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,559,compute_balance,_post_bank_tx,substring_only,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,560,compute_balance,_post_bank_tx,substring_only,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,1252,compute_balance,edit_topup,substring_only,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,1253,compute_balance,edit_topup,substring_only,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,1271,compute_balance,edit_topup,substring_only,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,1272,compute_balance,edit_topup,substring_only,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,1996,current_balance,migration_preview,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_account_routes.py,2722,current_balance,diagnose_duplicate_topups,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,d1793fc38feadb3e54b35ad9153519f866ce3130e85b3ec5fb21f4b088fd112b
backend/ad_spend_rca_routes.py,354,compute_balance,_ui_balance,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,f050e09cabb93f39866d6a2b1da2f3728d2869fe64f643ddb66251fca40fc5a6
backend/ad_spend_rca_routes.py,355,compute_balance,_ui_balance,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,f050e09cabb93f39866d6a2b1da2f3728d2869fe64f643ddb66251fca40fc5a6
backend/ad_spend_scheduler_diagnostics.py,138,compute_balance,scheduler_diagnostics,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,ed84ec9b6e0b06a015a6f52cc40deb050596e6204698804e20cbde813cd9b34e
backend/ad_spend_windows.py,51,compute_balance,<module/JS source>,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,439a20836ff142e47dba2ffa9925232f6d99b996e8a2a36dc2967db1f12dcd84
backend/ad_spend_windows.py,215,compute_balance,_post_one_window,exact_symbol,legacy_unrelated,Advertising balance/spend workflow; outside P01,439a20836ff142e47dba2ffa9925232f6d99b996e8a2a36dc2967db1f12dcd84
backend/audit_routes.py,21,current_balance,<module/JS source>,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,6309a0b582ad6aba95f98833354003e65ae0962c6e2d072288edfab6321b2adb
backend/audit_routes.py,102,current_balance,post_migration_audit,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,6309a0b582ad6aba95f98833354003e65ae0962c6e2d072288edfab6321b2adb
backend/audit_routes.py,104,current_balance,post_migration_audit,exact_symbol,legacy_unrelated,Existing general-ledger/account diagnostic or legacy reconciliation; preserve,6309a0b582ad6aba95f98833354003e65ae0962c6e2d072288edfab6321b2adb
